ts,700FIC028_Y,700II781C_Y,700II782C_Y,700II783C_Y,700LI770B_Y,CUEI501_Y,CUFI008_Y,CUII503_Y,CULC501_Y,CULC508_Y,SOFC002_Y,SOFC007_Y,SORF001_Y,SWFC004_Y,SWRF001_Y,CUEI502_Y,CUEI503_Y,SWFC001_Y
2016-07-12 15:32,31.92071,9.717277,10.17299,10.01705,57.59286,17.87233,6.142038,105.1131,34.08355,49.72828,27.31642,3.1812,115.5879,0.751403,80.67085,17.64596,18.43301,9.241778
2016-07-12 15:33,31.95211,14.18406,14.92725,14.60699,57.58905,17.90885,6.119889,101.452,34.11218,49.65741,27.49977,3.179175,115.7895,0.7345911,79.97634,17.63631,17.32899,9.278684
2016-07-12 15:34,32.1047,15.1845,15.073,15.12572,57.58613,18.09006,6.138989,108.677,34.11919,49.71262,27.28003,3.169156,116.0031,0.741363,79.86732,18.27365,18.53979,9.32639
2016-07-12 15:35,32.01429,10.22644,10.32704,10.23616,57.58517,17.55395,6.144911,99.41654,34.12407,49.58039,27.56651,3.184051,115.0743,0.7540242,80.17667,17.32242,17.22007,9.445969
2016-07-12 15:36,32.10601,10.17165,10.36225,10.36851,57.59414,18.54514,6.123032,109.435,34.01042,49.68343,27.4094,3.179112,115.8948,0.7668803,80.39915,18.55603,18.85538,9.512633
2016-07-12 15:37,32.0351,15.08974,15.26166,15.17135,57.5949,17.48041,6.140971,100.218,34.00861,49.67685,27.07362,3.162817,116.5842,0.7707812,81.32561,17.17877,17.64428,9.605639
2016-07-12 15:38,32.03501,14.86788,14.9222,14.98088,57.60314,18.66999,6.149162,109.808,33.98398,49.67236,27.17505,3.157024,116.8275,0.7692174,81.10435,18.63068,18.69226,9.423631
2016-07-12 15:39,32.02373,9.618491,10.22513,10.25606,57.60926,17.76992,6.129535,100.5714,33.97836,49.75255,27.23305,3.162345,114.5101,0.7573383,80.35394,17.58263,18.41085,9.447693
2016-07-12 15:40,32.01541,10.35552,10.63118,10.63536,57.60371,17.83076,6.122857,105.422,34.03779,49.6784,27.22733,3.160269,113.7267,0.7487135,81.34308,17.50937,17.17499,9.410562
2016-07-12 15:41,31.98696,15.57475,15.77519,15.81875,57.60031,18.23966,6.122113,104.0903,34.08453,49.65469,27.81639,3.166958,114.9898,0.7509411,80.38914,18.21854,18.53991,9.433141
2016-07-12 15:42,32.0118,14.86149,14.77611,14.8113,57.59415,17.36393,6.113049,101.0359,34.06639,49.65418,27.53258,3.167014,115.0899,0.7403078,79.55812,17.18694,17.0575,9.285205
2016-07-12 15:43,31.93061,9.233583,10.04796,10.06204,57.59132,18.35153,6.132537,105.4829,34.10362,49.71549,27.62065,3.17083,114.4103,0.7369398,80.45999,18.40041,18.56271,9.260679
2016-07-12 15:44,32.09065,10.00866,10.8066,10.00723,57.57811,17.20172,6.12712,99.22681,34.02683,49.59332,27.66014,3.173528,113.935,0.7303872,80.47968,16.88678,17.04848,9.202753
2016-07-12 15:45,32.22691,15.79165,15.78157,11.55564,57.58958,18.50685,6.107763,108.451,34.08501,49.52468,27.89769,3.174021,114.6076,0.7266421,79.64748,18.54714,18.37742,9.115075
2016-07-12 15:46,32.13144,14.72109,14.61842,14.67143,57.60319,17.19847,6.08233,99.29975,34.19129,49.60585,27.54973,3.167705,114.868,0.7222408,79.536,16.86428,17.59311,9.054914
2016-07-12 15:47,31.95572,9.264771,9.979748,9.998538,57.6081,18.28577,6.087071,109.3936,34.15116,49.71806,27.72197,3.176693,114.2864,0.7278181,81.13139,18.18725,18.08032,9.058393
2016-07-12 15:48,32.15311,10.10757,12.98402,11.09523,57.61485,17.714,6.088894,99.88123,34.17612,49.68065,27.63662,3.181333,114.2646,0.7265829,78.70631,17.50844,18.05245,9.19265
2016-07-12 15:49,32.04528,16.01273,15.9306,15.90905,57.61981,17.92414,6.096984,106.0959,34.14851,49.61745,27.89262,3.179368,114.6497,0.7376972,80.03168,17.80955,17.29156,9.197934
2016-07-12 15:50,32.27021,13.69445,14.17325,14.15145,57.62687,18.42179,6.106135,104.711,34.08157,49.61822,27.28664,3.175797,115.3243,0.7436574,79.798,18.3689,18.64764,9.304441
2016-07-12 15:51,32.41714,8.988683,9.972558,10.00624,57.61706,17.46775,6.100022,102.4364,34.16248,49.61262,27.50637,3.169664,115.042,0.7252994,79.35645,17.14277,17.14658,9.327035
2016-07-12 15:52,32.17584,11.21998,11.41877,11.44392,57.61032,18.60032,6.111517,109.4766,34.08337,49.74426,27.65014,3.167929,114.7109,0.7433696,79.57156,18.59803,18.78723,9.306267
2016-07-12 15:53,31.97103,16.05477,15.92938,15.98165,57.60434,17.26845,6.102307,100.0551,34.06607,49.65931,27.69648,3.173895,114.9408,0.7342308,79.19662,16.93373,17.18555,9.405592
2016-07-12 15:54,32.09782,13.75427,13.64883,13.69068,57.62224,18.68705,6.091792,109.702,34.14517,49.65719,27.53629,3.180887,114.7154,0.7431025,80.14165,18.49133,18.54142,9.403531
2016-07-12 15:55,32.34333,8.996305,9.96876,10.00836,57.61596,17.27321,6.101918,99.8223,34.03188,49.57566,27.65895,3.183637,114.548,0.7562442,80.22171,16.92648,17.58882,9.369846
2016-07-12 15:56,32.17778,10.80823,11.52189,13.8054,57.60926,18.47881,6.081931,107.5082,34.03526,49.58531,27.3828,3.173892,115.1623,0.7500664,79.94227,18.45862,18.12846,9.335728
2016-07-12 15:57,32.2258,15.35852,15.59791,15.98943,57.61477,17.7501,6.086544,100.3142,34.02656,49.66373,27.37724,3.160139,115.1967,0.7363116,80.14933,17.50163,18.09923,9.245845
2016-07-12 15:58,32.14088,13.22993,13.67252,13.70894,57.62148,18.02492,6.069562,107.0036,33.96725,49.49349,27.53902,3.162828,115.017,0.719498,79.64515,17.88984,17.40013,9.048861
2016-07-12 15:59,32.2495,8.997004,9.975068,10.01058,57.61563,18.22896,6.096612,103.6476,34.05286,49.47801,27.4394,3.158266,115.7076,0.7283875,80.16337,17.90152,18.58737,9.019112
2016-07-12 16:00,32.00795,10.58624,11.314,11.35557,57.60696,17.3917,6.059832,102.6207,33.95311,49.5507,27.5719,3.162126,115.2859,0.7289158,79.19659,17.35873,17.32892,9.183313
2016-07-12 16:01,32.21689,15.27238,15.16028,15.20735,57.61486,18.67134,6.055437,108.626,34.05037,49.58587,27.97565,3.167018,113.6454,0.7362263,79.38048,18.52287,18.81497,9.288241
2016-07-12 16:02,32.11158,12.90099,13.08949,13.1029,57.60898,17.25286,6.07559,99.71645,34.05266,49.53728,27.89826,3.162484,113.9053,0.7466754,78.70161,16.93259,17.32865,9.492242
2016-07-12 16:03,31.96943,9.994599,9.978435,10.01253,57.60918,18.73999,6.082935,110.0727,34.01451,49.58065,27.8193,3.180163,115.3516,0.7678123,80.09737,18.74816,18.72504,9.544105
2016-07-12 16:04,32.04026,11.34895,11.33058,11.36288,57.61587,17.21678,6.062542,99.82729,33.97827,49.65047,27.67068,3.165301,114.8453,0.764258,80.62965,16.88477,17.66425,9.519277
2016-07-12 16:05,31.97717,14.84282,15.17263,15.21765,57.61037,18.42852,6.054473,108.1549,33.95722,49.56414,27.7113,3.182489,114.9145,0.7610486,80.40666,18.37204,18.15651,9.551032
2016-07-12 16:06,32.10208,13.39469,13.47661,13.54383,57.62006,17.73231,6.062433,102.0268,33.96754,49.60492,27.47454,3.160816,114.8048,0.7513909,80.4847,17.50918,18.26636,9.469239
2016-07-12 16:07,31.89041,9.038818,9.978897,10.20653,57.62132,18.01066,6.038191,105.9946,34.01519,49.55565,27.66878,3.158433,114.5549,0.7482069,80.08646,17.87417,17.35155,9.330028
2016-07-12 16:08,31.97335,9.618422,10.58709,12.08107,57.62777,18.30237,6.017812,104.4014,34.05879,49.5678,27.60152,3.177318,115.3598,0.7350245,80.36674,18.25736,18.57549,9.176763
2016-07-12 16:09,32.1076,15.8246,15.73279,15.78317,57.61786,17.41894,6.027844,103.0235,33.94936,49.43536,27.6047,3.20009,115.1574,0.7244123,81.16941,17.08553,17.11882,9.143369
2016-07-12 16:10,32.00689,12.67387,13.34249,13.02602,57.62777,18.6635,6.026462,107.0611,33.98147,49.58551,27.47607,3.18816,114.5637,0.733412,80.21492,18.55991,18.82062,9.139813
2016-07-12 16:11,32.08362,10.00506,9.975433,10.00854,57.63042,17.41048,6.024637,102.0432,33.9962,49.50697,27.50405,3.171411,115.2284,0.7486875,78.44724,17.0434,17.24714,9.304236
2016-07-12 16:12,32.07649,9.843076,10.56319,10.58999,57.62784,18.76354,6.029642,109.3099,33.99697,49.45581,27.53123,3.166622,114.4662,0.7598842,79.41074,18.73091,18.71822,9.283766
2016-07-12 16:13,32.0462,15.14637,15.04183,15.75872,57.63639,17.6571,6.001191,100.0111,34.01095,49.42871,27.3015,3.162938,115.594,0.7546979,79.99095,17.42801,17.67587,9.346309
2016-07-12 16:14,32.25031,10.23931,10.21242,12.53946,57.63591,18.47952,6.021815,108.4937,34.07523,49.47668,27.54801,3.162675,115.9029,0.7453559,80.2354,18.46329,18.11832,9.294464
2016-07-12 16:15,32.14363,9.545424,10.42393,10.00751,57.62974,17.72603,6.012776,101.9457,34.01823,49.4211,27.76581,3.177119,115.497,0.7282986,80.80431,17.50426,18.01434,9.167256
2016-07-12 16:16,32.12749,15.61589,15.70799,13.0559,57.62777,18.01132,5.992115,106.2091,33.98011,49.40037,27.60097,3.173787,114.6492,0.7298923,78.9751,17.73761,17.35608,9.246719
2016-07-12 16:17,32.09845,14.80145,14.92322,15.73489,57.62705,18.12146,5.981843,104.099,34.01054,49.20842,27.79146,3.167259,114.6012,0.7334357,80.33607,18.20012,18.66379,9.297033
2016-07-12 16:18,32.22506,9.209102,10.17463,12.57733,57.63363,17.40832,5.968264,103.5583,33.99712,49.30139,27.73098,3.175091,114.4975,0.7561566,80.18984,17.12594,17.29234,9.428022
2016-07-12 16:19,32.11227,10.36344,10.66692,10.69557,57.6316,18.42696,5.993678,106.3456,34.03064,49.5602,27.68851,3.179931,115.0318,0.7431738,81.69319,18.41936,18.72711,9.194574
2016-07-12 16:20,32.13606,15.75757,15.90493,15.89408,57.63496,17.27121,5.987498,102.1151,34.04733,49.35195,27.93465,3.174256,113.729,0.7293299,78.9614,16.89283,17.36911,9.252357
2016-07-12 16:21,32.13558,14.76118,14.66246,14.7032,57.63711,18.66681,5.954141,108.9892,34.11645,49.40121,28.15502,3.178609,113.1641,0.7478808,78.71021,18.63763,18.67315,9.366632
2016-07-12 16:22,32.17051,9.253956,9.970884,10.00295,57.64766,17.26153,5.974858,100.0613,33.97911,49.39349,27.64906,3.18294,115.3542,0.7540001,81.24203,16.91114,17.60161,9.431889
2016-07-12 16:23,32.16894,10.53068,10.96473,11.01789,57.64203,18.40365,5.92867,109.6834,34.01614,49.30706,27.87792,3.186143,114.5068,0.7616699,79.42178,18.34401,18.1276,9.446186
2016-07-12 16:24,32.00393,16.04619,15.92623,15.99046,57.64677,17.75229,5.942803,100.6072,33.96125,49.22187,27.86592,3.183335,114.7055,0.7482864,81.21282,17.55408,18.31439,9.247039
2016-07-12 16:25,32.04558,13.91864,14.63575,12.82413,57.64701,18.13162,5.936652,107.4823,33.97629,49.37543,27.75491,3.197309,114.6292,0.7303724,79.34111,18.00497,17.45625,9.269799
2016-07-12 16:26,32.03016,10.34689,9.97144,10.01516,57.64537,18.29683,5.932818,104.499,34.03458,49.26508,27.79547,3.199336,114.9674,0.7382492,78.41654,18.27371,18.62873,9.371866
2016-07-12 16:27,32.17931,13.04547,11.2331,11.266,57.64708,17.50543,5.941056,103.3126,33.98567,49.22901,27.72723,3.180719,115.1631,0.7446908,80.09881,17.17742,17.2809,9.388302
2016-07-12 16:28,32.06578,16.03833,15.93064,15.98155,57.64883,18.46408,5.937453,108.3028,34.02048,49.27423,27.83259,3.178583,114.0645,0.7500177,80.07153,18.53646,18.80267,9.383735
2016-07-12 16:29,32.11616,13.78709,14.28438,14.1018,57.6448,17.27548,5.920651,100.1544,34.06264,49.28671,27.80477,3.200064,115.2137,0.7409342,80.99807,16.91701,17.18692,9.200973
2016-07-12 16:30,32.09997,9.386909,9.973191,10.51877,57.63702,18.63066,5.907393,109.7164,34.11673,49.34789,27.69912,3.206233,115.5081,0.7407974,80.42087,18.61844,18.75682,9.129664
2016-07-12 16:31,31.93034,10.67064,11.44664,14.35175,57.64064,17.22154,5.901839,99.99788,34.04854,49.29618,27.86926,3.199801,114.8107,0.7299494,80.02681,16.86944,17.45901,9.108039
2016-07-12 16:32,32.20852,16.04394,15.93226,15.99402,57.647,18.48894,5.900221,109.851,34.00157,49.20844,27.85374,3.203267,114.6732,0.7250256,80.38301,18.46601,18.24524,9.102379
2016-07-12 16:33,32.09284,14.02955,13.95055,13.97294,57.64383,17.6662,5.887489,99.99369,34.07239,49.19372,27.87488,3.19575,114.6055,0.7288677,79.89119,17.42215,17.97883,9.153376
2016-07-12 16:34,32.05212,9.860924,9.973841,10.00865,57.64245,18.14183,5.901707,107.7457,34.09296,49.12065,27.73202,3.19522,115.005,0.7443315,78.65884,17.99747,17.44629,9.43746
2016-07-12 16:35,32.3114,11.35748,11.30024,11.34276,57.62772,18.06651,5.870544,104.1365,34.14076,49.16085,27.6605,3.197073,116.1802,0.7570024,80.68301,18.18459,18.69461,9.551933
2016-07-12 16:36,32.34825,15.32895,15.91691,15.37082,57.6297,17.49859,5.869113,103.7042,34.16939,49.2222,27.57712,3.191729,116.1652,0.7608625,80.2173,17.18009,17.19772,9.523184
2016-07-12 16:37,32.07649,13.06491,13.17855,13.14286,57.63786,18.38582,5.881826,107.997,34.11768,49.1157,27.65009,3.182947,115.528,0.7638669,80.37964,18.36643,18.75461,9.558695
2016-07-12 16:38,32.16357,9.786526,9.970635,10.00774,57.63834,17.29433,5.886519,100.5328,34.05503,49.16035,27.15537,3.188279,116.3419,0.7500696,80.75993,16.95939,17.164,9.406252
2016-07-12 16:39,32.0065,11.17915,11.18379,11.21786,57.62694,18.57733,5.871741,109.5216,34.10277,49.17957,27.19215,3.174252,116.9013,0.7389935,79.87691,18.57652,18.50218,9.248025
2016-07-12 16:40,32.19705,15.27044,15.15596,15.20285,57.6342,17.57103,5.872908,101.8022,34.09732,49.07073,27.2207,3.162036,116.025,0.7299625,80.51402,17.33508,17.41576,9.09992
2016-07-12 16:41,32.30136,12.94072,13.1334,13.05915,57.63433,18.50253,5.86417,110.2047,34.1132,49.11167,27.15482,3.170525,115.3331,0.7344558,79.86189,18.49489,18.18103,9.052107
2016-07-12 16:42,32.29815,9.75965,9.979022,10.00862,57.63108,17.68972,5.854908,100.4173,34.11375,49.15467,27.14854,3.158128,116.5041,0.7356001,79.7292,17.44197,18.16878,9.253
2016-07-12 16:43,32.2519,11.33137,11.2759,11.32279,57.64729,18.05122,5.861515,107.5849,34.14489,49.03128,27.29496,3.148201,115.7397,0.7441024,80.89613,17.9194,17.35113,9.386698
2016-07-12 16:44,32.21143,15.28759,15.16519,15.21794,57.63434,18.08618,5.851355,104.5163,34.1214,49.10361,27.03376,3.146228,115.0478,0.7556908,79.75148,17.91668,18.59801,9.493563
2016-07-12 16:45,32.1381,13.23717,13.13965,13.19772,57.63493,17.49247,5.832915,104.2441,34.12169,49.13428,27.48486,3.147393,115.3973,0.7622368,79.2494,17.16368,17.1811,9.616818
2016-07-12 16:46,32.00689,10.00347,9.972938,10.00682,57.63047,18.40382,5.831276,107.6652,34.12188,49.20995,27.56183,3.140696,115.6489,0.7735523,79.98064,18.41704,18.67245,9.664906
2016-07-12 16:47,32.20873,10.49054,10.68864,10.69009,57.62365,17.33581,5.816738,100.9521,34.03632,49.12331,27.48738,3.145675,115.758,0.7743919,79.64883,16.98314,17.17516,9.757742
2016-07-12 16:48,32.16585,15.16574,15.07444,15.11923,57.65339,18.52524,5.812723,109.4337,33.9969,49.05285,27.40062,3.152844,115.478,0.7767904,79.97317,18.54218,18.64547,9.61308
2016-07-12 16:49,32.10343,10.22792,10.40481,11.00057,57.65938,17.34506,5.810186,100.7634,33.99312,49.19397,27.60322,3.157498,114.5472,0.7645649,80.99959,17.31259,17.46071,9.444604
2016-07-12 16:50,32.22295,9.216743,10.18201,10.22164,57.64574,18.47726,5.793405,109.9549,34.04262,49.08384,27.56125,3.172158,114.3298,0.7497,79.83005,18.46196,18.227,9.335752
2016-07-12 16:51,32.14731,14.55524,15.37447,15.34583,57.63706,17.72903,5.81731,100.2032,33.94541,49.0815,27.6651,3.178764,115.0978,0.7455018,79.17457,17.44124,17.98688,9.274458
2016-07-12 16:52,32.00096,15.09701,14.97051,15.03731,57.6321,17.90576,5.830061,107.9954,33.96199,49.1764,27.75468,3.202307,114.0081,0.7422685,79.77664,17.68833,17.47456,9.311433
2016-07-12 16:53,32.14958,10.27215,10.27116,10.28167,57.62486,18.07606,5.831901,103.6906,34.02553,49.20988,27.38709,3.150624,113.2578,0.7452792,80.38814,17.91062,18.73659,9.241267
2016-07-12 16:54,32.33578,9.713813,10.48778,10.51994,57.63164,17.49904,5.816186,103.7563,33.94746,49.30225,27.4616,3.15662,113.6952,0.7428916,78.72039,17.18784,17.24493,9.137514
2016-07-12 16:55,32.14762,15.28908,15.41685,15.47554,57.63093,18.43722,5.81926,107.5907,34.03075,49.26281,27.80412,3.170057,114.0806,0.727196,79.0802,18.3641,18.85406,9.194198
2016-07-12 16:56,32.03387,14.61057,14.78722,14.71138,57.63221,17.42681,5.850366,103.5399,33.95758,49.2658,28.06583,3.189127,114.0177,0.7477157,80.70651,17.05986,17.39543,9.260211
2016-07-12 16:57,32.19583,10.16633,10.21703,10.24679,57.64318,18.74218,5.839456,109.8913,33.99654,49.3716,27.95542,3.192789,113.7187,0.7510129,81.61528,18.7186,18.87227,9.207048
2016-07-12 16:58,32.11023,10.54296,10.68909,10.72425,57.65253,17.50239,5.852741,100.9812,33.89783,49.41084,28.04416,3.188056,113.3616,0.7369211,80.98141,17.3063,17.74538,9.198027
2016-07-12 16:59,31.96983,15.49963,15.6624,15.68987,57.65582,18.66829,5.845755,110.5455,33.89721,49.2881,28.06285,3.190564,113.0403,0.7414279,79.88181,18.64432,18.39098,9.312023
2016-07-12 17:00,32.16917,15.557,15.43464,15.49664,57.6398,17.86692,5.850733,100.8157,33.91087,49.25403,28.11439,3.195425,112.8441,0.7467488,80.75316,17.51998,18.24972,9.261759
2016-07-12 17:01,31.83937,11.51778,11.44537,11.48075,57.63544,18.25956,5.848705,108.4527,33.94316,49.35296,27.83989,3.191092,113.2715,0.7402925,79.92384,18.10144,17.65031,9.158394
2016-07-12 17:02,32.11299,10.13256,9.978548,10.00157,57.63657,18.122,5.848634,104.1602,33.9257,49.44166,28.00425,3.197713,113.4831,0.7400672,78.79527,17.92569,18.77814,9.271059
2016-07-12 17:03,32.01048,12.01036,12.69506,12.72483,57.64262,17.65766,5.879553,104.6827,33.91391,49.48414,28.07446,3.211976,113.6774,0.7517818,80.49266,17.32705,17.42394,9.482426
2016-07-12 17:04,31.98717,13.12143,13.18129,13.2589,57.64323,18.62411,5.881405,107.5891,33.89734,49.43654,28.0668,3.20427,114.4083,0.7531236,80.48538,18.5764,18.88498,9.40616
2016-07-12 17:05,31.95116,10.7692,11.39844,11.43548,57.64224,17.65147,5.858904,101.238,33.88513,49.31698,28.04238,3.207757,115.365,0.7497459,80.22312,17.28535,17.71008,9.308733
2016-07-12 17:06,31.97157,12.53797,11.1939,11.22382,57.65093,18.83589,5.88804,110.2282,33.84125,49.55056,27.54801,3.200374,115.7,0.7396894,79.68541,18.80941,18.99523,9.233198
2016-07-12 17:07,31.98515,15.94533,15.84102,15.98017,57.65936,17.7508,5.882875,100.9105,33.96746,49.55658,27.70944,3.19426,115.4399,0.7328678,79.89761,17.30483,17.59785,9.206605
2016-07-12 17:08,32.18699,13.95585,14.16584,14.09586,57.6651,18.77626,5.87539,110.2642,33.86188,49.47807,27.55129,3.19831,115.4887,0.738637,78.99673,18.74483,18.44588,9.303027
2016-07-12 17:09,32.30981,10.00057,9.975017,10.011,57.64501,17.77913,5.871797,102.0506,33.90615,49.53345,27.24836,3.188628,115.6931,0.747533,79.21799,17.52843,18.02539,9.369409
2016-07-12 17:10,32.09756,11.18245,11.25174,11.29312,57.64571,18.36545,5.878078,108.2596,33.79751,49.49217,27.0584,3.165759,116.4368,0.7522011,80.40414,18.01876,17.84009,9.43731
2016-07-12 17:11,31.93739,16.04832,15.92962,15.98808,57.64686,18.35455,5.885546,104.348,33.88126,49.5722,27.32081,3.167758,116.8151,0.7442515,80.52774,18.212,18.86098,9.399683
2016-07-12 17:12,32.14651,13.98812,13.89651,13.93312,57.64604,17.63693,5.904116,104.8352,33.82898,49.67165,27.30038,3.173017,116.4733,0.7446473,79.7453,17.3089,17.40896,9.454327
2016-07-12 17:13,32.20249,8.998483,9.979934,10.00413,57.64703,18.42716,5.887202,106.094,33.82273,49.58108,27.39922,3.163372,115.8466,0.7505348,80.23355,18.41565,18.83175,9.450526
2016-07-12 17:14,32.13481,10.69368,11.23428,11.26698,57.65049,17.39134,5.889343,100.5131,33.85213,49.52944,27.40119,3.161932,115.5961,0.7494356,79.72623,17.01509,17.1579,9.461306
2016-07-12 17:15,32.15672,15.28535,15.56452,15.25944,57.65143,18.64456,5.90542,107.8447,33.83575,49.53997,27.34007,3.158677,115.0169,0.765209,79.99987,18.61062,18.78367,9.38862
2016-07-12 17:16,32.0357,13.52038,13.88341,13.92893,57.65717,17.47464,5.900431,99.85372,33.81139,49.66165,27.07687,3.148436,115.5925,0.7494823,79.15241,17.1861,17.58005,9.444604
2016-07-12 17:17,32.132,9.787431,9.975746,10.01209,57.65175,18.65391,5.883605,108.4461,33.90522,49.60531,27.05436,3.146081,115.8982,0.7531908,80.93217,18.61917,18.28233,9.337273
2016-07-12 17:18,32.10538,11.00357,11.25601,11.28849,57.65192,17.70846,5.897592,101.6689,33.89987,49.71138,27.46745,3.15067,114.1936,0.7325065,79.80611,17.47027,17.95653,9.087218
2016-07-12 17:19,32.24083,15.27283,15.15552,15.19878,57.66001,18.30107,5.920694,107.2166,33.85371,49.67667,27.60339,3.163853,114.428,0.7128332,79.48476,18.1567,17.61146,9.008254
2016-07-12 17:20,32.07502,13.15654,13.36919,13.32297,57.66554,18.04873,5.86353,103.7138,33.86257,49.59474,27.82967,3.17036,113.6969,0.7313362,80.00932,17.85367,18.49989,9.015424
2016-07-12 17:21,32.11235,10.01255,9.978056,10.00766,57.67274,17.76341,5.915357,105.4659,33.86824,49.57995,27.38761,3.181236,115.0622,0.745656,79.02367,17.42054,17.45556,9.271808
2016-07-12 17:22,32.1867,11.27628,11.22076,11.26486,57.65717,18.52234,5.902353,107.7688,33.81525,49.63149,27.90875,3.177036,114.4005,0.7508979,79.12589,18.63145,19.0196,9.426593
2016-07-12 17:23,32.19871,15.07007,15.19128,15.11777,57.66162,17.5477,5.919445,103.0747,33.82199,49.68027,27.82663,3.18577,114.0625,0.7629212,79.82495,17.25258,17.38514,9.502752
2016-07-12 17:24,32.34989,12.34908,12.9522,13.00653,57.65873,18.86563,5.924144,109.004,33.98621,49.58705,28.0432,3.185973,114.4925,0.7694119,79.45335,18.81508,19.0272,9.536225
2016-07-12 17:25,32.17219,9.996406,9.975308,10.01797,57.66683,17.63145,5.903115,100.781,33.95557,49.63187,27.67261,3.186851,114.9971,0.7709222,80.64317,17.29894,17.57357,9.410668
2016-07-12 17:26,32.3882,13.51877,14.39748,10.77826,57.66904,18.84129,5.896279,109.7657,33.92421,49.52711,27.86065,3.196322,114.901,0.7558657,78.67579,18.80599,18.48343,9.410131
2016-07-12 17:27,32.1357,15.05537,15.09687,15.07419,57.67125,17.73578,5.910004,100.7517,33.92904,49.71564,28.19224,3.191602,113.3403,0.7587998,79.4492,17.47934,18.0661,9.463007
2016-07-12 17:28,32.10645,10.25645,11.00503,10.68906,57.67376,18.27202,5.919549,107.6621,33.86663,49.58999,28.1287,3.1993,113.2468,0.7641644,80.21787,18.26857,17.71954,9.535613
2016-07-12 17:29,32.23428,10.07869,10.27771,10.25496,57.67267,18.13892,5.909068,104.4612,33.86536,49.74146,28.094,3.204933,113.9197,0.7661161,80.17944,18.17951,18.82587,9.580709
2016-07-12 17:30,32.17787,14.96959,15.39894,15.38097,57.66774,17.81508,5.907967,106.1211,33.90477,49.66491,27.77666,3.220193,115.7412,0.7573882,80.44627,17.45567,17.4967,9.439205
2016-07-12 17:31,32.14677,15.06351,14.94534,15.00186,57.65651,18.52697,5.918745,106.5059,33.93034,49.76958,27.79188,3.199742,115.3311,0.761057,80.59371,18.30239,19.02411,9.494773
2016-07-12 17:32,32.10238,9.996452,9.976067,10.26242,57.66267,17.5247,5.909151,102.8725,33.98205,49.67119,27.98978,3.214689,114.7692,0.7608005,80.24197,17.23137,17.29976,9.419043
2016-07-12 17:33,32.13811,9.452851,9.973114,10.01304,57.66232,18.81632,5.937199,108.3789,33.82885,49.84864,27.79539,3.210934,115.3655,0.754146,79.44353,18.75966,18.9332,9.422085
2016-07-12 17:34,32.19281,11.22054,11.22696,11.23937,57.66538,17.42362,5.928615,100.1789,33.83902,49.59115,27.82831,3.212475,115.3395,0.7658011,80.8125,17.04268,17.43855,9.377604
2016-07-12 17:35,32.0713,13.31185,13.9575,13.34318,57.66599,18.65191,5.915396,109.565,33.87335,49.7075,27.81414,3.201765,115.338,0.7428831,79.86844,18.61788,18.36856,9.26059
2016-07-12 17:36,32.04195,11.28111,11.49834,11.50247,57.66264,17.56555,5.912143,100.9773,33.95723,49.70833,27.60911,3.202159,115.9137,0.7411984,80.18162,17.27149,17.87001,9.228698
2016-07-12 17:37,32.08089,9.034578,9.973095,10.00729,57.6671,18.21084,5.943534,106.6182,33.84767,49.71635,27.5356,3.198163,116.115,0.7446988,80.21925,18.10309,17.74461,9.328812
2016-07-12 17:38,32.1899,11.15505,11.85382,11.29496,57.66258,17.92548,5.933056,103.2308,33.97635,49.85752,27.45514,3.194279,116.2272,0.7542462,80.34151,17.71193,18.62329,9.420878
2016-07-12 17:39,32.1679,13.29711,13.19518,13.22929,57.66206,17.43811,5.939516,104.4541,33.95739,49.69141,27.37229,3.180459,116.1308,0.7568246,79.23026,17.22967,17.27639,9.51543
2016-07-12 17:40,32.10023,11.26141,11.44207,11.49283,57.66737,18.44492,5.924108,105.1161,33.93233,49.74239,27.0392,3.160531,116.9784,0.7511724,79.56912,18.39117,18.74939,9.539676
2016-07-12 17:41,32.1619,9.883779,10.7852,10.7893,57.67446,17.51641,5.920341,103.0428,33.89863,49.79521,27.09527,3.151287,116.3098,0.743365,80.52505,17.17166,17.29226,9.405791
2016-07-12 17:42,32.27988,11.64517,12.54305,12.52994,57.67232,18.60561,5.953048,107.4007,33.88799,49.84787,27.27779,3.175144,116.4011,0.733954,80.46971,18.6318,18.8248,9.238493
2016-07-12 17:43,32.145,13.00986,13.13165,13.13297,57.667,17.44486,5.936348,100.4691,33.91751,49.83723,26.94715,3.161507,117.0081,0.7279855,79.71822,17.08645,17.38968,9.190047
2016-07-12 17:44,32.20713,10.81427,11.5182,10.96615,57.67004,18.70604,5.943347,108.7487,33.95995,49.79643,27.22637,3.158581,116.1189,0.7412894,78.95592,18.66446,18.23309,9.145929
2016-07-12 17:45,32.19355,9.789767,10.11757,10.00862,57.66245,17.57471,5.959497,101.1332,33.95896,50.02295,27.32413,3.160924,115.6063,0.7235873,79.57128,17.23862,17.82533,9.086916
2016-07-12 17:46,31.97992,11.62859,12.38506,12.38651,57.66454,18.31238,5.944824,107.0723,34.00724,49.88364,27.60209,3.1639,115.2188,0.7281362,80.0455,18.16033,17.88169,9.128611
2016-07-12 17:47,32.38611,11.6205,12.05216,12.30722,57.66608,17.99696,5.940003,102.2847,34.02338,50.08773,27.57408,3.161058,114.7446,0.7204607,79.65936,17.87844,18.56203,9.198483
